Sequence_ID	biosample_accession
ASV1159	SAMN30974253,SAMN30974306,SAMN30974292,SAMN30974252,SAMN30974270,SAMN30974272,SAMN30974291,SAMN30974290,SAMN30974255,SAMN30974251,SAMN30974271,SAMN30974305,SAMN30974274
ASV116	SAMN30974253,SAMN30974270,SAMN30974273,SAMN30974254,SAMN30974291,SAMN30974290,SAMN30974306,SAMN30974305,SAMN30974252,SAMN30974272,SAMN30974307,SAMN30974251,SAMN30974292,SAMN30974274
ASV1160	SAMN30974254,SAMN30974255,SAMN30974274,SAMN30974292,SAMN30974306,SAMN30974307,SAMN30974273,SAMN30974291
ASV1161	SAMN30974251,SAMN30974253,SAMN30974252,SAMN30974271,SAMN30974272,SAMN30974270,SAMN30974305,SAMN30974290
ASV1162	SAMN30974270,SAMN30974273,SAMN30974253,SAMN30974272,SAMN30974271,SAMN30974252,SAMN30974307,SAMN30974251,SAMN30974254,SAMN30974255,SAMN30974291,SAMN30974274,SAMN30974292,SAMN30974305
ASV1164	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974270,SAMN30974271,SAMN30974272,SAMN30974254,SAMN30974291
ASV1166	SAMN30974254,SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974272,SAMN30974255,SAMN30974307,SAMN30974292,SAMN30974306,SAMN30974273,SAMN30974274,SAMN30974271,SAMN30974291,SAMN30974305
ASV1167	SAMN30974306,SAMN30974254,SAMN30974307,SAMN30974273,SAMN30974255,SAMN30974274,SAMN30974292,SAMN30974291,SAMN30974270,SAMN30974272,SAMN30974305
ASV1169	SAMN30974251,SAMN30974253,SAMN30974252,SAMN30974254,SAMN30974271,SAMN30974255,SAMN30974272,SAMN30974270,SAMN30974274,SAMN30974305
ASV117	SAMN30974292,SAMN30974291,SAMN30974254,SAMN30974252,SAMN30974251,SAMN30974253,SAMN30974271,SAMN30974273,SAMN30974270,SAMN30974290,SAMN30974272,SAMN30974306,SAMN30974307,SAMN30974305
ASV1170	SAMN30974255,SAMN30974251,SAMN30974252,SAMN30974254,SAMN30974253,SAMN30974307,SAMN30974274,SAMN30974273,SAMN30974270
ASV1171	SAMN30974273,SAMN30974254,SAMN30974251,SAMN30974253,SAMN30974271,SAMN30974270,SAMN30974272,SAMN30974252,SAMN30974306,SAMN30974291,SAMN30974290,SAMN30974292
ASV1172	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974270,SAMN30974273,SAMN30974272,SAMN30974271,SAMN30974274,SAMN30974291,SAMN30974292,SAMN30974254,SAMN30974306,SAMN30974307,SAMN30974305,SAMN30974255,SAMN30974290
ASV1173	SAMN30974292,SAMN30974254,SAMN30974273,SAMN30974274,SAMN30974255,SAMN30974307,SAMN30974306,SAMN30974291,SAMN30974270,SAMN30974271
ASV1174	SAMN30974253,SAMN30974251,SAMN30974306,SAMN30974252,SAMN30974305,SAMN30974291,SAMN30974292,SAMN30974270,SAMN30974290,SAMN30974272,SAMN30974254,SAMN30974307,SAMN30974271,SAMN30974255,SAMN30974274
ASV1175	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974273,SAMN30974254,SAMN30974271,SAMN30974306,SAMN30974274,SAMN30974272,SAMN30974307,SAMN30974270,SAMN30974290,SAMN30974305
ASV1176	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974272,SAMN30974271,SAMN30974270,SAMN30974306,SAMN30974305,SAMN30974291,SAMN30974290
ASV1177	SAMN30974253,SAMN30974254,SAMN30974255,SAMN30974270,SAMN30974251,SAMN30974252,SAMN30974273,SAMN30974274,SAMN30974291,SAMN30974272,SAMN30974292,SAMN30974306,SAMN30974271,SAMN30974290,SAMN30974305
ASV1178	SAMN30974306,SAMN30974273,SAMN30974254,SAMN30974251,SAMN30974291,SAMN30974305,SAMN30974253,SAMN30974270
ASV1179	SAMN30974305,SAMN30974270,SAMN30974254,SAMN30974272,SAMN30974253,SAMN30974290,SAMN30974307,SAMN30974271,SAMN30974292,SAMN30974255,SAMN30974291
ASV118	SAMN30974254,SAMN30974252,SAMN30974273,SAMN30974253,SAMN30974272,SAMN30974274,SAMN30974292,SAMN30974290,SAMN30974305,SAMN30974306,SAMN30974291,SAMN30974271
ASV1181	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974270,SAMN30974271,SAMN30974272,SAMN30974254,SAMN30974305
ASV1184	SAMN30974251,SAMN30974253,SAMN30974270,SAMN30974273,SAMN30974272,SAMN30974252,SAMN30974254,SAMN30974271,SAMN30974305,SAMN30974306,SAMN30974290,SAMN30974274
ASV1185	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974272,SAMN30974270,SAMN30974271,SAMN30974254,SAMN30974307,SAMN30974255,SAMN30974274,SAMN30974291,SAMN30974290,SAMN30974305
ASV1186	SAMN30974307,SAMN30974255,SAMN30974274,SAMN30974254,SAMN30974292
ASV1188	SAMN30974270,SAMN30974253,SAMN30974271,SAMN30974272,SAMN30974305,SAMN30974252,SAMN30974251,SAMN30974290,SAMN30974273,SAMN30974306
ASV1189	SAMN30974270,SAMN30974253,SAMN30974305,SAMN30974252,SAMN30974272,SAMN30974271,SAMN30974306,SAMN30974251,SAMN30974254,SAMN30974290,SAMN30974292
ASV119	SAMN30974253,SAMN30974273,SAMN30974306,SAMN30974255,SAMN30974292,SAMN30974291,SAMN30974272,SAMN30974307,SAMN30974270,SAMN30974274,SAMN30974305,SAMN30974290,SAMN30974252,SAMN30974271
ASV1190	SAMN30974292,SAMN30974255,SAMN30974307,SAMN30974274,SAMN30974291,SAMN30974254,SAMN30974253,SAMN30974251,SAMN30974270,SAMN30974305
ASV1191	SAMN30974251,SAMN30974253,SAMN30974252,SAMN30974255,SAMN30974272,SAMN30974270,SAMN30974254,SAMN30974271
ASV1192	SAMN30974251,SAMN30974252,SAMN30974305,SAMN30974272,SAMN30974270,SAMN30974254,SAMN30974290,SAMN30974306,SAMN30974292,SAMN30974271,SAMN30974291
ASV1193	SAMN30974255,SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974274,SAMN30974273,SAMN30974270,SAMN30974271,SAMN30974254,SAMN30974272,SAMN30974291
ASV1194	SAMN30974307,SAMN30974306,SAMN30974292,SAMN30974291,SAMN30974305,SAMN30974255,SAMN30974254,SAMN30974274
ASV1195	SAMN30974251,SAMN30974254,SAMN30974253,SAMN30974252,SAMN30974255,SAMN30974274,SAMN30974305
ASV1196	SAMN30974255,SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974254
ASV1197	SAMN30974255,SAMN30974274,SAMN30974252,SAMN30974251,SAMN30974292,SAMN30974253,SAMN30974307,SAMN30974273,SAMN30974254,SAMN30974270,SAMN30974291,SAMN30974272
ASV1198	SAMN30974253,SAMN30974270,SAMN30974251,SAMN30974252,SAMN30974271,SAMN30974291,SAMN30974290,SAMN30974305,SAMN30974272,SAMN30974255,SAMN30974254,SAMN30974292
ASV1199	SAMN30974252,SAMN30974253,SAMN30974251,SAMN30974254,SAMN30974270,SAMN30974272,SAMN30974273,SAMN30974306,SAMN30974291,SAMN30974255,SAMN30974271,SAMN30974305,SAMN30974274,SAMN30974290
ASV12	SAMN30974253,SAMN30974273,SAMN30974272,SAMN30974270,SAMN30974252,SAMN30974251,SAMN30974254,SAMN30974290,SAMN30974274,SAMN30974255,SAMN30974271,SAMN30974291,SAMN30974306,SAMN30974292,SAMN30974307,SAMN30974305
ASV120	SAMN30974252,SAMN30974253,SAMN30974251,SAMN30974254,SAMN30974274,SAMN30974255,SAMN30974271,SAMN30974270,SAMN30974305,SAMN30974291,SAMN30974307,SAMN30974306,SAMN30974292,SAMN30974290
ASV1200	SAMN30974253,SAMN30974251,SAMN30974270,SAMN30974306,SAMN30974273,SAMN30974272,SAMN30974252,SAMN30974271,SAMN30974305,SAMN30974290
ASV1203	SAMN30974292,SAMN30974273,SAMN30974255,SAMN30974291,SAMN30974274,SAMN30974307,SAMN30974306,SAMN30974252,SAMN30974271
ASV1204	SAMN30974254,SAMN30974255,SAMN30974274,SAMN30974253,SAMN30974273,SAMN30974252,SAMN30974292,SAMN30974307,SAMN30974306,SAMN30974272
ASV1205	SAMN30974272,SAMN30974252,SAMN30974253,SAMN30974251,SAMN30974270,SAMN30974306,SAMN30974271,SAMN30974305,SAMN30974291,SAMN30974290
ASV1206	SAMN30974254,SAMN30974307,SAMN30974252,SAMN30974273,SAMN30974270,SAMN30974272,SAMN30974251,SAMN30974306,SAMN30974255,SAMN30974271,SAMN30974305,SAMN30974274,SAMN30974292
ASV1207	SAMN30974254,SAMN30974255,SAMN30974251,SAMN30974252,SAMN30974253,SAMN30974272,SAMN30974274,SAMN30974307,SAMN30974306,SAMN30974270,SAMN30974273,SAMN30974290
ASV1209	SAMN30974255,SAMN30974254,SAMN30974274,SAMN30974273,SAMN30974306,SAMN30974252,SAMN30974307,SAMN30974292,SAMN30974253,SAMN30974305
ASV121	SAMN30974307,SAMN30974291,SAMN30974255,SAMN30974292,SAMN30974273,SAMN30974274,SAMN30974306,SAMN30974254,SAMN30974290
ASV1211	SAMN30974252,SAMN30974251,SAMN30974253,SAMN30974272,SAMN30974271,SAMN30974306,SAMN30974270,SAMN30974305,SAMN30974290,SAMN30974292
ASV1212	SAMN30974252,SAMN30974253,SAMN30974251,SAMN30974305,SAMN30974270,SAMN30974272,SAMN30974271,SAMN30974290
ASV1213	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974270,SAMN30974271,SAMN30974272,SAMN30974305,SAMN30974290
ASV1214	SAMN30974251,SAMN30974252,SAMN30974253,SAMN30974254,SAMN30974270,SAMN30974290,SAMN30974272,SAMN30974273,SAMN30974271,SAMN30974255,SAMN30974305
ASV1215	SAMN30974255,SAMN30974253,SAMN30974254,SAMN30974251,SAMN30974252,SAMN30974273,SAMN30974274,SAMN30974272,SAMN30974271
ASV1216	SAMN30974273,SAMN30974254,SAMN30974306,SAMN30974272,SAMN30974305,SAMN30974291,SAMN30974251,SAMN30974307,SAMN30974274
ASV1218	SAMN30974307,SAMN30974274,SAMN30974292,SAMN30974255,SAMN30974254,SAMN30974291,SAMN30974306
ASV1219	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974254,SAMN30974255,SAMN30974271,SAMN30974270,SAMN30974272,SAMN30974273
ASV122	SAMN30974272,SAMN30974251,SAMN30974270,SAMN30974253,SAMN30974307,SAMN30974271,SAMN30974290,SAMN30974291,SAMN30974306
ASV1220	SAMN30974254,SAMN30974253,SAMN30974255,SAMN30974307,SAMN30974292,SAMN30974291,SAMN30974252,SAMN30974272,SAMN30974274,SAMN30974273,SAMN30974305,SAMN30974271,SAMN30974270,SAMN30974290
ASV1221	SAMN30974305,SAMN30974271,SAMN30974272,SAMN30974270,SAMN30974252,SAMN30974253,SAMN30974290,SAMN30974251,SAMN30974306
ASV1222	SAMN30974254,SAMN30974307,SAMN30974255,SAMN30974306,SAMN30974292,SAMN30974253,SAMN30974273,SAMN30974291,SAMN30974274
ASV1223	SAMN30974255,SAMN30974274,SAMN30974307,SAMN30974292,SAMN30974251,SAMN30974291,SAMN30974306,SAMN30974273,SAMN30974270
ASV1226	SAMN30974254,SAMN30974273,SAMN30974274,SAMN30974255,SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974292,SAMN30974307,SAMN30974272,SAMN30974291,SAMN30974306,SAMN30974271
ASV123	SAMN30974253,SAMN30974272,SAMN30974251,SAMN30974270,SAMN30974252,SAMN30974305,SAMN30974271,SAMN30974306,SAMN30974291,SAMN30974273,SAMN30974307,SAMN30974274,SAMN30974290
ASV1230	SAMN30974307,SAMN30974292,SAMN30974291,SAMN30974252,SAMN30974306,SAMN30974254,SAMN30974255,SAMN30974273,SAMN30974274,SAMN30974270
ASV1231	SAMN30974254,SAMN30974307,SAMN30974252,SAMN30974251,SAMN30974253,SAMN30974255,SAMN30974292,SAMN30974270,SAMN30974273,SAMN30974274,SAMN30974271,SAMN30974272,SAMN30974291,SAMN30974306,SAMN30974290
ASV1233	SAMN30974252,SAMN30974270,SAMN30974251,SAMN30974254,SAMN30974306,SAMN30974307,SAMN30974291,SAMN30974305,SAMN30974274,SAMN30974272,SAMN30974273,SAMN30974271,SAMN30974292
ASV1234	SAMN30974307,SAMN30974273,SAMN30974255,SAMN30974292,SAMN30974254,SAMN30974306,SAMN30974274,SAMN30974291
ASV1236	SAMN30974254,SAMN30974255,SAMN30974274,SAMN30974292,SAMN30974307,SAMN30974306,SAMN30974252,SAMN30974270,SAMN30974271,SAMN30974290
ASV1237	SAMN30974255,SAMN30974253,SAMN30974254,SAMN30974251,SAMN30974252,SAMN30974274,SAMN30974271
ASV1238	SAMN30974307,SAMN30974292,SAMN30974254,SAMN30974291,SAMN30974273,SAMN30974306,SAMN30974272,SAMN30974252,SAMN30974274,SAMN30974270,SAMN30974271,SAMN30974305
ASV124	SAMN30974253,SAMN30974252,SAMN30974270,SAMN30974292,SAMN30974254,SAMN30974273,SAMN30974271,SAMN30974272,SAMN30974291,SAMN30974307,SAMN30974274,SAMN30974290,SAMN30974305
ASV1240	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974255
ASV1241	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974270,SAMN30974271
ASV1242	SAMN30974251,SAMN30974253,SAMN30974252,SAMN30974272,SAMN30974271,SAMN30974270,SAMN30974254
ASV1243	SAMN30974272,SAMN30974270,SAMN30974271,SAMN30974251,SAMN30974305,SAMN30974253,SAMN30974290
ASV1244	SAMN30974255,SAMN30974274,SAMN30974254,SAMN30974292,SAMN30974307,SAMN30974305,SAMN30974273,SAMN30974306,SAMN30974291
ASV1246	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974272,SAMN30974271,SAMN30974270
ASV1247	SAMN30974254,SAMN30974255,SAMN30974273,SAMN30974251,SAMN30974253,SAMN30974306,SAMN30974274,SAMN30974271,SAMN30974291,SAMN30974307,SAMN30974270,SAMN30974290
ASV1248	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974270,SAMN30974271,SAMN30974273,SAMN30974254,SAMN30974272,SAMN30974305
ASV125	SAMN30974292,SAMN30974307,SAMN30974306,SAMN30974254,SAMN30974291,SAMN30974273
ASV1250	SAMN30974305,SAMN30974306,SAMN30974291,SAMN30974307,SAMN30974292,SAMN30974290,SAMN30974273,SAMN30974254,SAMN30974251
ASV1251	SAMN30974253,SAMN30974255,SAMN30974252,SAMN30974251,SAMN30974254,SAMN30974274,SAMN30974306,SAMN30974273,SAMN30974270,SAMN30974271,SAMN30974272,SAMN30974292,SAMN30974291
ASV1253	SAMN30974273,SAMN30974254,SAMN30974306,SAMN30974291,SAMN30974307,SAMN30974255,SAMN30974292,SAMN30974274,SAMN30974271,SAMN30974270
ASV1254	SAMN30974306,SAMN30974305,SAMN30974254,SAMN30974292,SAMN30974255,SAMN30974272,SAMN30974307,SAMN30974291
ASV1255	SAMN30974252,SAMN30974273,SAMN30974254,SAMN30974253,SAMN30974255,SAMN30974307,SAMN30974270,SAMN30974251,SAMN30974292,SAMN30974274,SAMN30974306,SAMN30974291,SAMN30974271,SAMN30974305,SAMN30974272
ASV1257	SAMN30974306,SAMN30974307,SAMN30974291,SAMN30974273,SAMN30974274,SAMN30974292,SAMN30974255
ASV1258	SAMN30974255,SAMN30974251,SAMN30974253,SAMN30974252,SAMN30974254,SAMN30974272,SAMN30974291
ASV126	SAMN30974251,SAMN30974253,SAMN30974273,SAMN30974254,SAMN30974290,SAMN30974272,SAMN30974270,SAMN30974306,SAMN30974271,SAMN30974252,SAMN30974305,SAMN30974307,SAMN30974291
ASV1263	SAMN30974292,SAMN30974291,SAMN30974307,SAMN30974306,SAMN30974254,SAMN30974305
ASV1264	SAMN30974255,SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974254,SAMN30974270,SAMN30974272,SAMN30974291
ASV1265	SAMN30974307,SAMN30974255,SAMN30974254,SAMN30974274,SAMN30974273,SAMN30974306,SAMN30974292,SAMN30974251,SAMN30974291,SAMN30974253,SAMN30974272,SAMN30974252,SAMN30974271,SAMN30974270
ASV1266	SAMN30974252,SAMN30974251,SAMN30974253,SAMN30974255,SAMN30974254,SAMN30974272,SAMN30974271,SAMN30974274,SAMN30974270,SAMN30974273,SAMN30974306
ASV1267	SAMN30974255,SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974274,SAMN30974254,SAMN30974307,SAMN30974292,SAMN30974270,SAMN30974273,SAMN30974291
ASV1269	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974271,SAMN30974270,SAMN30974272,SAMN30974273,SAMN30974254,SAMN30974291,SAMN30974290
ASV127	SAMN30974254,SAMN30974255,SAMN30974274,SAMN30974253,SAMN30974307,SAMN30974291,SAMN30974252,SAMN30974270,SAMN30974292,SAMN30974273,SAMN30974272,SAMN30974251,SAMN30974271,SAMN30974306,SAMN30974305
ASV1270	SAMN30974255,SAMN30974254,SAMN30974253,SAMN30974252,SAMN30974273,SAMN30974274,SAMN30974272,SAMN30974307,SAMN30974270,SAMN30974306,SAMN30974271,SAMN30974305
ASV1271	SAMN30974254,SAMN30974255,SAMN30974274,SAMN30974307,SAMN30974273,SAMN30974306,SAMN30974291,SAMN30974292
ASV1272	SAMN30974307,SAMN30974292,SAMN30974274
ASV1273	SAMN30974270,SAMN30974271,SAMN30974272,SAMN30974273,SAMN30974254,SAMN30974306,SAMN30974305,SAMN30974292,SAMN30974274,SAMN30974307,SAMN30974251,SAMN30974252,SAMN30974291
ASV1274	SAMN30974254,SAMN30974253,SAMN30974251,SAMN30974291,SAMN30974292,SAMN30974274,SAMN30974252,SAMN30974273,SAMN30974255,SAMN30974272,SAMN30974306,SAMN30974307,SAMN30974290
ASV1276	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974270,SAMN30974271
ASV1277	SAMN30974253,SAMN30974255,SAMN30974252,SAMN30974251,SAMN30974254,SAMN30974306,SAMN30974274,SAMN30974271
ASV1279	SAMN30974252,SAMN30974253,SAMN30974251,SAMN30974272,SAMN30974270,SAMN30974254,SAMN30974306,SAMN30974271,SAMN30974255,SAMN30974305
ASV128	SAMN30974251,SAMN30974252,SAMN30974255,SAMN30974253,SAMN30974254,SAMN30974272,SAMN30974271,SAMN30974270,SAMN30974273,SAMN30974274,SAMN30974306,SAMN30974290
ASV1280	SAMN30974307,SAMN30974291,SAMN30974252,SAMN30974255,SAMN30974254,SAMN30974272,SAMN30974274,SAMN30974292,SAMN30974273,SAMN30974306,SAMN30974253,SAMN30974290,SAMN30974271,SAMN30974305
ASV1282	SAMN30974272,SAMN30974253,SAMN30974251,SAMN30974270,SAMN30974271,SAMN30974252,SAMN30974290,SAMN30974306,SAMN30974305
ASV1283	SAMN30974252,SAMN30974253,SAMN30974251,SAMN30974270,SAMN30974272,SAMN30974271,SAMN30974254,SAMN30974306,SAMN30974291,SAMN30974290
ASV1286	SAMN30974255,SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974254
ASV1287	SAMN30974251,SAMN30974254,SAMN30974255,SAMN30974253,SAMN30974252,SAMN30974270,SAMN30974307,SAMN30974273,SAMN30974271,SAMN30974272,SAMN30974306,SAMN30974292,SAMN30974305
ASV1289	SAMN30974255,SAMN30974274,SAMN30974254,SAMN30974273,SAMN30974253,SAMN30974270,SAMN30974251,SAMN30974307,SAMN30974271,SAMN30974292
ASV129	SAMN30974255,SAMN30974272,SAMN30974307,SAMN30974306,SAMN30974273,SAMN30974270,SAMN30974271,SAMN30974251,SAMN30974291,SAMN30974290,SAMN30974274
ASV1290	SAMN30974255,SAMN30974251,SAMN30974306,SAMN30974254,SAMN30974272,SAMN30974291,SAMN30974274,SAMN30974305,SAMN30974270,SAMN30974271,SAMN30974290,SAMN30974307
ASV1291	SAMN30974271,SAMN30974252,SAMN30974251,SAMN30974273,SAMN30974255,SAMN30974272,SAMN30974274,SAMN30974292,SAMN30974306,SAMN30974307,SAMN30974290,SAMN30974291
ASV1294	SAMN30974252,SAMN30974253,SAMN30974251,SAMN30974254,SAMN30974270,SAMN30974273,SAMN30974272,SAMN30974271,SAMN30974306,SAMN30974307,SAMN30974290
ASV1295	SAMN30974306,SAMN30974254,SAMN30974305,SAMN30974252,SAMN30974291,SAMN30974272,SAMN30974251,SAMN30974273,SAMN30974307,SAMN30974270,SAMN30974290,SAMN30974271,SAMN30974292
ASV1296	SAMN30974251,SAMN30974252,SAMN30974253,SAMN30974305,SAMN30974271,SAMN30974272,SAMN30974290,SAMN30974270
ASV1298	SAMN30974306,SAMN30974291,SAMN30974254,SAMN30974307,SAMN30974292,SAMN30974255
ASV1299	SAMN30974251,SAMN30974255,SAMN30974252,SAMN30974254,SAMN30974253,SAMN30974273,SAMN30974274,SAMN30974307,SAMN30974306,SAMN30974292,SAMN30974290
ASV13	SAMN30974253,SAMN30974255,SAMN30974254,SAMN30974273,SAMN30974272,SAMN30974252,SAMN30974270,SAMN30974271,SAMN30974251,SAMN30974290,SAMN30974291,SAMN30974307,SAMN30974274,SAMN30974292,SAMN30974306,SAMN30974305
ASV130	SAMN30974252,SAMN30974273,SAMN30974270,SAMN30974306,SAMN30974253,SAMN30974291,SAMN30974274,SAMN30974271,SAMN30974251,SAMN30974272,SAMN30974307,SAMN30974305,SAMN30974290,SAMN30974255
ASV1300	SAMN30974307,SAMN30974274,SAMN30974273,SAMN30974255,SAMN30974254,SAMN30974292,SAMN30974291,SAMN30974306
ASV1301	SAMN30974253,SAMN30974254,SAMN30974251,SAMN30974274,SAMN30974252,SAMN30974271,SAMN30974272,SAMN30974270,SAMN30974273,SAMN30974307
ASV1302	SAMN30974252,SAMN30974274,SAMN30974254,SAMN30974255,SAMN30974253,SAMN30974292,SAMN30974273,SAMN30974307
ASV1303	SAMN30974307,SAMN30974306,SAMN30974291,SAMN30974254,SAMN30974273,SAMN30974292,SAMN30974255,SAMN30974274,SAMN30974251,SAMN30974253,SAMN30974252,SAMN30974272,SAMN30974270,SAMN30974305,SAMN30974290,SAMN30974271
ASV1304	SAMN30974307,SAMN30974292,SAMN30974255,SAMN30974291,SAMN30974254,SAMN30974274,SAMN30974306
ASV1305	SAMN30974305,SAMN30974306,SAMN30974254,SAMN30974270,SAMN30974271,SAMN30974291,SAMN30974273,SAMN30974272,SAMN30974290
ASV1306	SAMN30974306,SAMN30974307,SAMN30974251,SAMN30974253,SAMN30974292,SAMN30974252,SAMN30974305,SAMN30974271
ASV1307	SAMN30974307,SAMN30974292,SAMN30974274,SAMN30974255,SAMN30974306,SAMN30974273,SAMN30974291,SAMN30974254,SAMN30974271,SAMN30974272
ASV131	SAMN30974273,SAMN30974291,SAMN30974306,SAMN30974272,SAMN30974251,SAMN30974270,SAMN30974253,SAMN30974292,SAMN30974255,SAMN30974271,SAMN30974307,SAMN30974252,SAMN30974290,SAMN30974254,SAMN30974305
ASV1310	SAMN30974254,SAMN30974307,SAMN30974251,SAMN30974252,SAMN30974255,SAMN30974274,SAMN30974292,SAMN30974273,SAMN30974305,SAMN30974291,SAMN30974290,SAMN30974270
ASV1311	SAMN30974253,SAMN30974251,SAMN30974271,SAMN30974252,SAMN30974270,SAMN30974272,SAMN30974305,SAMN30974290
ASV1312	SAMN30974255,SAMN30974292,SAMN30974254,SAMN30974273,SAMN30974274,SAMN30974291,SAMN30974306
ASV1313	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974255,SAMN30974254,SAMN30974273
ASV1315	SAMN30974255,SAMN30974274,SAMN30974254
ASV1316	SAMN30974254,SAMN30974307,SAMN30974292,SAMN30974255,SAMN30974274,SAMN30974253,SAMN30974252
ASV1318	SAMN30974253,SAMN30974305,SAMN30974252,SAMN30974251,SAMN30974271,SAMN30974272,SAMN30974270,SAMN30974306
ASV1319	SAMN30974270,SAMN30974272,SAMN30974292,SAMN30974255,SAMN30974271,SAMN30974252,SAMN30974306,SAMN30974274,SAMN30974307,SAMN30974291,SAMN30974290
ASV132	SAMN30974254,SAMN30974307,SAMN30974273,SAMN30974251,SAMN30974255,SAMN30974292,SAMN30974274,SAMN30974291,SAMN30974252,SAMN30974253,SAMN30974270,SAMN30974305,SAMN30974306,SAMN30974271
ASV1320	SAMN30974274,SAMN30974254,SAMN30974292,SAMN30974255,SAMN30974270,SAMN30974273,SAMN30974307,SAMN30974306,SAMN30974251,SAMN30974272,SAMN30974271,SAMN30974290
ASV1321	SAMN30974252,SAMN30974253,SAMN30974251,SAMN30974254,SAMN30974307,SAMN30974272,SAMN30974255,SAMN30974292,SAMN30974271
ASV1322	SAMN30974270,SAMN30974253,SAMN30974306,SAMN30974292,SAMN30974252,SAMN30974255,SAMN30974251,SAMN30974272,SAMN30974291,SAMN30974271,SAMN30974274,SAMN30974273,SAMN30974290,SAMN30974305
ASV1323	SAMN30974273,SAMN30974255,SAMN30974307,SAMN30974254,SAMN30974274,SAMN30974292,SAMN30974306,SAMN30974291,SAMN30974270,SAMN30974290,SAMN30974271
ASV1324	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974254,SAMN30974272,SAMN30974307,SAMN30974255,SAMN30974271,SAMN30974273,SAMN30974270,SAMN30974290,SAMN30974274,SAMN30974305,SAMN30974291
ASV1325	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974254,SAMN30974270,SAMN30974272,SAMN30974273,SAMN30974255,SAMN30974307,SAMN30974274,SAMN30974271,SAMN30974291
ASV1326	SAMN30974255,SAMN30974253,SAMN30974252,SAMN30974254,SAMN30974251,SAMN30974274,SAMN30974271,SAMN30974307,SAMN30974270,SAMN30974292
ASV1328	SAMN30974274,SAMN30974270,SAMN30974253,SAMN30974291,SAMN30974255,SAMN30974272,SAMN30974292,SAMN30974273,SAMN30974305,SAMN30974307,SAMN30974290
ASV1330	SAMN30974251,SAMN30974272,SAMN30974292,SAMN30974270,SAMN30974252,SAMN30974274,SAMN30974254,SAMN30974255,SAMN30974273,SAMN30974271,SAMN30974253,SAMN30974306,SAMN30974291,SAMN30974307,SAMN30974290
ASV1331	SAMN30974307,SAMN30974306,SAMN30974273,SAMN30974272,SAMN30974292,SAMN30974251,SAMN30974252,SAMN30974254,SAMN30974271,SAMN30974291,SAMN30974305
ASV1332	SAMN30974306,SAMN30974272,SAMN30974270,SAMN30974271,SAMN30974252,SAMN30974273,SAMN30974305,SAMN30974253,SAMN30974307,SAMN30974292,SAMN30974251,SAMN30974274,SAMN30974291,SAMN30974290,SAMN30974254
ASV1333	SAMN30974272,SAMN30974251,SAMN30974252,SAMN30974270,SAMN30974290,SAMN30974292,SAMN30974271,SAMN30974305,SAMN30974291
ASV1334	SAMN30974255,SAMN30974273,SAMN30974254,SAMN30974306,SAMN30974307,SAMN30974253,SAMN30974274,SAMN30974291,SAMN30974271,SAMN30974292
ASV1336	SAMN30974306,SAMN30974307,SAMN30974273,SAMN30974254,SAMN30974292,SAMN30974255,SAMN30974274,SAMN30974291
ASV1338	SAMN30974251,SAMN30974253,SAMN30974252,SAMN30974271,SAMN30974270
ASV1339	SAMN30974251,SAMN30974253,SAMN30974254,SAMN30974252,SAMN30974273,SAMN30974271
ASV134	SAMN30974272,SAMN30974270,SAMN30974252,SAMN30974251,SAMN30974307,SAMN30974290,SAMN30974291,SAMN30974271,SAMN30974292,SAMN30974305
ASV1340	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974255,SAMN30974271,SAMN30974270,SAMN30974274
ASV1342	SAMN30974274,SAMN30974254,SAMN30974255,SAMN30974273,SAMN30974307,SAMN30974291
ASV1343	SAMN30974255,SAMN30974292,SAMN30974274,SAMN30974254,SAMN30974306,SAMN30974291,SAMN30974252,SAMN30974271,SAMN30974272
ASV1344	SAMN30974251,SAMN30974253,SAMN30974252,SAMN30974272,SAMN30974271,SAMN30974270,SAMN30974305
